line_id,stem_id,azimuth,polar,frame_num,dist_lidar,reflectivity,oldX,oldY,oldZ,old_relative_z,Count,X,Y,Z,relative_z
2257,10001,-3.135597,1.0,634.0,2.096,1.0,0.25644493,-0.11815929,1.266994,1.609107,1,0.2212870397850087,-0.12471191785053204,1.2717834588728454,1.613896476908734
2258,10001,-2.321189,3.0,738.0,3.968,6.0,0.22679804,-0.1166954,1.2671714,1.40213,1,0.21894963679511856,-0.12302791449289158,1.2697875047954195,1.4047461296352022
2259,10001,3.057966,1.0,203.0,4.94,20.0,0.22023249,-0.10947132,1.2673348,1.402293,2,0.22089101872066172,-0.12410546494875012,1.2664323638125163,1.4013905118151408
2260,10001,2.364569,7.0,583.0,2.786,9.0,0.19630335,-0.10156011,1.2678313,1.462603,1,0.21453865303102967,-0.12439898591097968,1.2636369353974872,1.4584085828507953
2261,10001,-3.091618,1.0,637.0,2.068,35.0,0.20693922,-0.13924408,1.2681395,1.403098,2,0.2179586387158019,-0.12591883314104335,1.2705181073216558,1.405476612952149
2262,10001,2.803988,5.0,612.0,2.152,6.0,0.21542645,-0.11978149,1.2691543,1.404113,2,0.21648413272431263,-0.12574302471386126,1.2698033331678464,1.4047620772169187
2263,10001,2.279135,7.0,575.0,3.102,2.0,0.21319342,-0.09937811,1.2694774,1.464249,1,0.2228221302427868,-0.12331375543323189,1.2661357666596327,1.4609074141129408
2264,10001,3.140695,1.0,634.0,2.05,11.0,0.2151866,-0.14284849,1.2698889,1.404847,2,0.21706007072960373,-0.13002610353440264,1.272832902098514,1.4077910501011386
2265,10001,-2.261605,-1.0,720.0,3.7,27.0,0.23573923,-0.14644766,1.270268,1.405226,1,0.21957962961862806,-0.12502621803572053,1.2775996209974598,1.4125576497907948
2266,10001,2.132276,7.0,561.0,3.638,5.0,0.23413229,-0.10687017,1.2702962,1.465068,1,0.22606298781119952,-0.12209293673202248,1.2706427349902616,1.4654145016528592
2267,10001,2.810969,5.0,612.0,2.154,3.0,0.22079706,-0.10573387,1.2705796,1.465351,2,0.22145559391597422,-0.12036801530275403,1.269677121464799,1.464448530499528
2268,10001,2.084617,7.0,510.0,5.7,7.0,0.2204113,-0.11577606,1.270628,1.405586,2,0.2214689883761681,-0.1217376000355356,1.2712769984052732,1.4062350271986082
2269,10001,2.794854,7.0,85.0,5.134,16.0,0.20089197,-0.09270334,1.2706809,1.465452,2,0.21862170752641316,-0.12432496494336708,1.2645457522289174,1.4593168036357778
2270,10001,-2.337072,3.0,740.0,3.974,10.0,0.22303341,-0.14219666,1.270981,1.405939,2,0.22490688810383316,-0.12937426713913897,1.2739249784000888,1.4088830071934237
2271,10001,2.435062,5.0,589.0,2.608,7.0,0.1875305,-0.11474895,1.2712637,1.406222,1,0.2154482371319842,-0.12837362353591808,1.2673819540092448,1.4023402212211589
2272,10001,-2.563496,-3.0,687.0,2.98,11.0,0.20861433,-0.11823225,1.2717572,1.406716,1,0.2188558811366846,-0.12342548649308185,1.270815200275845,1.4057739443249173
2273,10001,2.077236,9.0,519.0,5.34,8.0,0.22850657,-0.07415867,1.2721258,1.466897,1,0.21937613508531026,-0.12422077717571896,1.2674674406555129,1.4622386112716628
2274,10001,-2.570696,-3.0,672.0,2.618,11.0,0.25262833,-0.15798998,1.2723403,1.614453,1,0.22856996502895255,-0.12857353373057645,1.283533919711328,1.625646580119348
2275,10001,-2.573837,-3.0,677.0,2.714,12.0,0.26037312,-0.15929222,1.2725533,1.614666,1,0.2283445474931172,-0.13034936449357443,1.2847247409820557,1.6268374013900757
2276,10001,3.085218,3.0,143.0,4.842,24.0,0.20797537,-0.1390338,1.2731422,1.4081,2,0.2189947909594161,-0.12570854795427577,1.275520844366944,1.4104786347416998
2277,10001,-2.566681,-3.0,673.0,2.622,19.0,0.2664671,-0.15316486,1.2740232,1.616136,1,0.22587539136586104,-0.13414120087785833,1.2857391389869375,1.627851918604247
2278,10001,2.763899,7.0,610.0,2.182,33.0,0.19480515,-0.12360429,1.2741127,1.409071,1,0.2232194641971832,-0.12813114401553294,1.2722712529589757,1.4072295201708898
2279,10001,-2.319019,3.0,770.0,3.988,18.0,0.22995281,-0.1330862,1.274813,1.409771,1,0.2226778778571572,-0.12994752001298315,1.2791439419535244,1.4141018515375698
2280,10001,2.770794,7.0,610.0,2.194,8.0,0.21032047,-0.11234045,1.2748814,1.40984,1,0.2201737742552256,-0.12671697592421965,1.2720696104184923,1.407028235258275
2281,10001,-2.757446,-3.0,660.0,2.412,21.0,0.25430298,-0.14190626,1.2750318,1.617145,2,0.23085469671804917,-0.13274369620043655,1.283430820028183,1.6255439572733612
2282,10001,3.023842,1.0,211.0,4.954001,18.0,0.19562387,-0.12751722,1.2753605,1.410319,2,0.2164027753038023,-0.12525591843915945,1.2769936284228185,1.4119521340533117
2283,10001,3.031437,1.0,209.0,4.958,15.0,0.19933462,-0.126544,1.2755456,1.410504,2,0.22011352206893903,-0.12428269379926687,1.2771787604494909,1.4121371468706945
2284,10001,2.314914,7.0,580.0,2.888,9.0,0.21576929,-0.15429449,1.2756865,1.410645,1,0.219142780174692,-0.13465594241777099,1.282264815468386,1.4172233210988792
2285,10001,-2.612627,-3.0,318.0,6.366,15.0,0.19070528,-0.08710956,1.275844,1.470615,1,0.21879912283588365,-0.12021806354353155,1.2695389881162,1.4643100395230604
2286,10001,-2.337487,3.0,744.0,4.008,17.0,0.22538853,-0.11524772,1.276007,1.410965,1,0.21913249304761057,-0.12372597942245755,1.2794370063837024,1.4143949159677478
2287,10001,2.962882,3.0,622.0,2.09,1.0,0.26782513,-0.11669206,1.2760562,1.618169,1,0.22639255531215935,-0.1254841931624694,1.2825168438172072,1.6246296234345168
2288,10001,2.403976,5.0,588.0,2.638,1.0,0.18678236,-0.13247299,1.2760609,1.411019,1,0.2167046365805858,-0.1300636671599329,1.277667154302251,1.412625183095586
2289,10001,2.341916,9.0,480.0,6.728,9.0,0.23592758,-0.1340785,1.2763194,1.411278,1,0.22038278698055278,-0.13303734210588164,1.280823015416217,1.4157816402559997
2290,10001,2.410871,5.0,588.0,2.64,1.0,0.19924355,-0.11917257,1.2766914,1.41165,2,0.22015264265314496,-0.12624327968241592,1.2765904234515295,1.4115489290820227
2291,10001,2.068041,9.0,520.0,5.33,6.0,0.2058506,-0.10897207,1.2767458,1.411704,2,0.21713523679326102,-0.12562194410289265,1.2768717379654084,1.411829885968033
2292,10001,2.790254,7.0,82.0,5.168,19.0,0.22021198,-0.10558033,1.2778281,1.472599,2,0.22252353587791548,-0.1224898750982692,1.2781296018979058,1.4729005340954766
2293,10001,-2.563984,-1.0,683.0,2.878,23.0,0.25673676,-0.14258814,1.2778702,1.619983,1,0.22435824237668606,-0.13366230371434365,1.2874098208249378,1.6295226004422474
2294,10001,2.050587,9.0,545.0,4.328,5.0,0.2271099,-0.13459206,1.2780741,1.413033,3,0.22095605279677188,-0.1333180194756446,1.2818722209105124,1.4168310841688743
2295,10001,-2.772463,-1.0,657.0,2.32,17.0,0.2582755,-0.17863512,1.2781761,1.620289,1,0.23015253496594412,-0.13711408942841402,1.295425259951249,1.6375381587778481
2296,10001,3.041644,1.0,220.0,4.932,16.0,0.20917034,-0.11187696,1.2782754,1.413234,2,0.22045497708867118,-0.1285268286200855,1.2784013123596345,1.4133599371994172
2297,10001,2.823867,3.0,614.0,2.124,26.0,0.22643661,-0.13084745,1.2792509,1.414209,3,0.22028277363055027,-0.12957341727227545,1.2830489358076682,1.4180070838102927
2298,10001,2.050937,9.0,544.0,4.324,14.0,0.21103428,-0.10197115,1.2796696,1.474441,1,0.2219197005033493,-0.127518027293263,1.277013388151924,1.471784797186653
2299,10001,-2.379407,-3.0,700.0,3.204,16.0,0.19660854,-0.14122248,1.2803649,1.415323,1,0.21781457975581664,-0.13009181996835537,1.2844854725066142,1.4194436205092387
2300,10001,-2.80878,-1.0,653.0,2.266,9.0,0.25852776,-0.10783291,1.2805333,1.610499,1,0.22451158667189092,-0.12486794655213782,1.2832287299343839,1.6131944405743375
2301,10001,-2.319717,3.0,771.0,4.012,34.0,0.22155857,-0.10559892,1.2805964,1.475368,2,0.2238701240126811,-0.12250846429685852,1.280897880019854,1.4756695274731622
2302,10001,3.117431,3.0,632.0,2.064,11.0,0.25188017,-0.13762188,1.2812666,1.623379,2,0.2284318871172191,-0.12845931433398147,1.2896655850809784,1.6317780070704193
2303,10001,-2.220524,1.0,724.0,3.78,4.0,0.22600222,-0.10756826,1.2813517,1.476123,2,0.2190944905069998,-0.12492486251114016,1.2830474436134471,1.4778187334388866
2304,10001,-2.353751,-3.0,705.0,3.352,16.0,0.23804903,-0.13915682,1.281998,1.416956,2,0.22284519275744186,-0.1289170065121971,1.2880891650128994,1.4230470745969448
2305,10001,-3.069627,1.0,638.0,2.096,46.0,0.24562071,-0.1183238,1.2821238,1.624237,1,0.22070712634810694,-0.12703985189214165,1.2865929388705595,1.6287060761157377
2306,10001,2.390635,7.0,585.0,2.758,4.0,0.25291586,-0.12819529,1.2823491,1.624462,1,0.22852079143494736,-0.12750392944356542,1.2880775039578662,1.6301904027844654
2307,10001,-2.335872,3.0,745.0,4.002,27.0,0.24713755,-0.11168527,1.2823576,1.62447,1,0.22173908291561745,-0.12903745114267026,1.2844655406505712,1.626577962640012
2308,10001,2.297984,7.0,578.0,2.958,10.0,0.21296263,-0.11914873,1.282649,1.417607,1,0.22460441928894365,-0.12641241234629902,1.283320679000361,1.4182785885844065
2309,10001,2.590676,7.0,62.0,5.642,1.0,0.19201517,-0.11797809,1.2826923,1.417651,1,0.22177956569257207,-0.12486290485056908,1.2826137764291614,1.4175725204782337
2310,10001,-2.566681,-3.0,676.0,2.716,9.0,0.25516558,-0.12927818,1.2828434,1.624956,1,0.22207467134122724,-0.12888857432000048,1.2891030909179093,1.6312157513259293
2311,10001,-3.050428,1.0,639.0,2.074,12.0,0.22978115,-0.14497519,1.2829008,1.417859,1,0.22381916033400492,-0.13438135746539065,1.2880789568192035,1.423037104821828
2312,10001,2.383653,7.0,585.0,2.742,1.0,0.2285142,-0.13301134,1.2830827,1.418041,3,0.22236035312884128,-0.13173730429620123,1.2868807992109885,1.4218390664229026
2313,10001,2.14093,7.0,563.0,3.544,16.0,0.1974492,-0.12039137,1.2832222,1.41818,2,0.2183583044268266,-0.1274620754587831,1.2831211851702795,1.4180789755450354
2314,10001,-2.653955,-1.0,667.0,2.51,11.0,0.26387787,-0.16479683,1.2833794,1.625492,1,0.23294891042461813,-0.13875857832246138,1.2981335351375933,1.6402460763363238
2315,10001,-2.318834,3.0,737.0,3.936,4.0,0.24050377,-0.13795614,1.2838944,1.626007,2,0.22529993554671035,-0.12771633054784162,1.2899855463910732,1.6320980875898037
2316,10001,-2.749635,-3.0,661.0,2.416,11.0,0.21697998,-0.13656807,1.2844532,1.419411,1,0.2203372898790762,-0.12570475640414144,1.28845794852689,1.423415738901646
2317,10001,2.046922,9.0,541.0,4.478,7.0,0.2084961,-0.09087515,1.2848933,1.479665,1,0.21922979026061037,-0.12511428005224012,1.2811976178832676,1.4759693845458652
2318,10001,2.0258,7.0,536.0,4.692,6.0,0.22714663,-0.10582399,1.2849565,1.479728,2,0.2202388996866873,-0.12318059963701372,1.2866522133201732,1.4814237415641918
2319,10001,2.793633,7.0,84.0,5.146,13.0,0.16542862,-0.11512041,1.2850143,1.419973,1,0.21223712664969424,-0.12214168706925807,1.281275678550581,1.4162344225996533
2320,10001,3.084183,3.0,141.0,4.838,26.0,0.1968522,-0.14344692,1.285192,1.42015,1,0.2190130172138238,-0.13367304934104482,1.2858704154814906,1.4208284442748256
2321,10001,-2.407726,-3.0,698.0,3.176,12.0,0.24242496,-0.12441444,1.2862757,1.628389,1,0.22731493985448897,-0.13412103752780952,1.2878649975093477,1.6299782539638155
2322,10001,2.280098,9.0,492.0,6.306001,9.0,0.2069063,-0.14229202,1.2864244,1.421383,1,0.22006293097174312,-0.13330406720738813,1.2888099518166967,1.4237685766564794
2323,10001,-2.611754,-3.0,313.0,6.218,18.0,0.24337292,-0.09549951,1.2865691,1.616535,1,0.2276287912622133,-0.12341073805140454,1.2855247420990747,1.615490571948318
2324,10001,2.078161,7.0,514.0,5.586,3.0,0.22653008,-0.14184713,1.2878591,1.422817,1,0.2217040937350687,-0.1340745080720521,1.2927778879063865,1.427735797490432
2325,10001,2.986084,3.0,624.0,2.076,4.0,0.25002384,-0.12075948,1.2886876,1.6308,1,0.2266905025314929,-0.1313564941954257,1.2924686925328193,1.6345811145222602
2326,10001,2.040584,9.0,532.0,4.878,6.0,0.22032402,-0.11310672,1.2887877,1.423746,1,0.2233893465456651,-0.13157405430947117,1.2874058227443217,1.4223640899562358
2327,10001,2.312278,9.0,28.0,6.76,11.0,0.20250463,-0.15077877,1.2888416,1.4238,1,0.22504828179120423,-0.13257428749169495,1.2926820159850274,1.427640402406231
2328,10001,2.685305,5.0,606.0,2.246,2.0,0.20237494,-0.10166168,1.2890576,1.483829,1,0.22347119797200443,-0.12829270102282897,1.2844319525249501,1.4792033615596791
2329,10001,2.062805,9.0,521.0,5.28,14.0,0.20451593,-0.09396505,1.2893683,1.48414,1,0.22497048554942012,-0.1290786907246167,1.2832887348803608,1.4780605015429584
2330,10001,2.678518,5.0,606.0,2.232,6.0,0.18416119,-0.11132145,1.289466,1.424424,1,0.22236408673334812,-0.1280170989425286,1.2859298011531,1.420887829946435
2331,10001,-2.779269,-1.0,271.0,5.296001,22.0,0.19334888,-0.13008785,1.2895126,1.424471,1,0.22405017982055614,-0.12923071123175806,1.288473683208614,1.4234320696298177
2332,10001,3.055607,1.0,199.0,4.916,20.0,0.23392105,-0.12438965,1.2900344,1.424993,1,0.2281443567458287,-0.1341469295648406,1.2904713171199687,1.4254299419597514
2333,10001,2.979288,3.0,624.0,2.046,8.0,0.22009087,-0.13481331,1.2901725,1.425131,1,0.2235597609118982,-0.13538747304007767,1.2922777319638923,1.4272362375943854
2334,10001,-2.724633,-3.0,287.0,5.608,16.0,0.20822,-0.10071039,1.2905988,1.48537,1,0.21981686447303334,-0.1278308136729982,1.2865673453395903,1.4813386351650297
2335,10001,3.066958,1.0,223.0,4.866,22.0,0.23516941,-0.13447666,1.2906109,1.425569,1,0.220828882545876,-0.1355558000236964,1.2944238706172513,1.4293820186198758
2336,10001,-2.351962,-3.0,704.0,3.324,12.0,0.24338245,-0.13971138,1.2909735,1.633086,1,0.22964144610672546,-0.1322293618707348,1.2966809901688026,1.6387934121582435
2337,10001,-2.643185,-1.0,668.0,2.498,18.0,0.20870686,-0.17699003,1.2913847,1.426343,1,0.2243057422568207,-0.13370312868635634,1.304866603822097,1.4398248710340111
2338,10001,-2.539324,-3.0,689.0,3.014,13.0,0.23309708,-0.12710094,1.2921283,1.427087,1,0.22755462834435813,-0.1282566065355292,1.2949113547801971,1.4298699796199799
2339,10001,2.371761,9.0,43.0,6.212,11.0,0.18766117,-0.13936041,1.2923677,1.427326,1,0.21862470921284208,-0.12930832591761524,1.292758332254986,1.4277165994669
2340,10001,2.156001,7.0,500.0,6.038,12.0,0.22216082,-0.11923742,1.2931635,1.428122,1,0.22549414481310284,-0.12869820685363284,1.293212568058687,1.4281710736891802
2341,10001,2.674503,5.0,73.0,5.346001,16.0,0.20394135,-0.18842316,1.2942145,1.429173,1,0.22788365901662752,-0.1362436686952909,1.306105524301529,1.441064029932022
2342,10001,2.638149,7.0,603.0,2.326,3.0,0.2501192,-0.13354588,1.2953273,1.63744,2,0.2277241415447659,-0.13754587706960278,1.3015742434395685,1.6436869038475885
2343,10001,2.059172,9.0,547.0,4.218,13.0,0.19321585,-0.08832216,1.2970521,1.491823,1,0.2224605566515303,-0.12412276760509006,1.2891065469321168,1.483877359920398
2344,10001,2.046399,9.0,533.0,4.834,9.0,0.21390676,-0.11343383,1.2977468,1.432705,2,0.2273751199999942,-0.1334591444157347,1.2955695852448668,1.4305278524567808
2345,10001,-2.568834,-1.0,684.0,2.886,22.0,0.28582668,-0.13922834,1.2979249,1.640038,1,0.23252702190819813,-0.13710712804537428,1.3124366818052349,1.654549819050413
2346,10001,2.526186,7.0,593.0,2.492,9.0,0.2064781,-0.0998435,1.2981585,1.49293,1,0.2192897757105233,-0.12830504332360285,1.293092235646134,1.4878637638901526
2347,10001,-2.605624,-1.0,333.0,6.746,6.0,0.21370697,-0.12686062,1.3005426,1.435501,1,0.22782319358416966,-0.12894294465064426,1.3017774837646299,1.4367358701858335
2348,10001,2.56603,5.0,599.0,2.398,12.0,0.23631714,-0.14654493,1.3009057,1.435864,1,0.2237309352884739,-0.13161883068275568,1.309009177050567,1.443967444262481
2349,10001,-2.223142,1.0,723.0,3.742,15.0,0.2537012,-0.16791296,1.3010172,1.64313,1,0.23335728857410018,-0.13608755825688598,1.3141653367451258,1.6562781163624354
2350,10001,2.038894,9.0,527.0,5.062,12.0,0.20861864,-0.11291742,1.301313,1.436271,2,0.22208699591552156,-0.1329427372239813,1.299135850351068,1.4340937599351133
2351,10001,2.546144,7.0,595.0,2.474,4.0,0.24004553,-0.14493847,1.3016282,1.643741,1,0.2270262082633765,-0.13940706418980148,1.30843985080719,1.6505526304244995
2352,10001,2.409659,7.0,47.0,6.070001,3.0,0.2022314,-0.13058805,1.3024354,1.437394,1,0.2257053585487323,-0.1322009595245049,1.3026091191668072,1.43756774400659
2353,10001,-2.317099,3.0,769.0,4.02,3.0,0.23824644,-0.10768079,1.3026798,1.497451,1,0.22443691646694242,-0.12883366976764268,1.3041835602064777,1.4989547308226276
2354,10001,-2.608569,-3.0,316.0,6.316,15.0,0.21904898,-0.13139772,1.3028371,1.437796,1,0.22392935494771984,-0.13381399369339622,1.3049902676395253,1.4399491308978871
2355,10001,-2.570826,-1.0,685.0,2.924,18.0,0.28161573,-0.12491512,1.3030981,1.645211,1,0.23392803917775998,-0.13869890626575854,1.3116266322923493,1.6537395311189484
2356,10001,2.538666,7.0,56.0,5.782,7.0,0.18572998,-0.1246171,1.3034954,1.438454,1,0.21691596078262174,-0.13391629066268068,1.2992905776777035,1.4342492025174862
2357,10001,2.995607,3.0,625.0,2.074,4.0,0.28284645,-0.11133003,1.3041619,1.646275,1,0.2346130049661131,-0.13312813714851715,1.3087045134806106,1.6508176507257888
2358,10001,-2.214067,1.0,726.0,3.812,10.0,0.2578082,-0.13093567,1.304194,1.646307,2,0.22708282334044808,-0.13513256169353743,1.310644774239298,1.6527577922751866
2359,10001,-2.830495,-1.0,652.0,2.246,54.0,0.24211597,-0.13171673,1.304297,1.64641,1,0.22889563480964872,-0.13515498647894755,1.3093091012779217,1.6514221193138103
2360,10001,2.988527,3.0,625.0,2.054,8.0,0.26317453,-0.12636137,1.3043667,1.646479,2,0.23244914871886604,-0.13055826283489486,1.310817508499857,1.6529298112800084
2361,10001,-3.025994,1.0,641.0,2.1,11.0,0.24574137,-0.13381384,1.304383,1.646496,2,0.223346299595303,-0.13781384465135174,1.3106299771202936,1.6527429951561823
2362,10001,2.572924,5.0,599.0,2.374,1.0,0.22243595,-0.12130356,1.3047371,1.439695,1,0.22702131235018008,-0.1326694115269475,1.3049566268920898,1.4399145364761352
2363,10001,2.594864,7.0,63.0,5.604,14.0,0.19337034,-0.13534594,1.3051311,1.440089,1,0.2272045354846228,-0.12933556936256627,1.3042761896558377,1.439234099239883
2364,10001,2.348424,7.0,582.0,2.846,14.0,0.2262659,-0.14236593,1.3060231,1.440982,1,0.2239414567159394,-0.13820127975060345,1.3102846569934135,1.4452435202517753
2365,10001,-2.872347,-1.0,648.0,2.164,12.0,0.24963331,-0.13576172,1.3067065,1.648819,2,0.22882646008925217,-0.1327299342688838,1.313821496182374,1.655933918171815
2366,10001,3.031171,1.0,189.0,4.92,20.0,0.22972536,-0.10773134,1.3083658,1.503137,1,0.2261381418757708,-0.13109743305886992,1.3078007469599018,1.5025719175760517
2367,10001,3.127456,3.0,633.0,2.07,17.0,0.24941587,-0.14498854,1.3086447,1.650757,2,0.22860902234511155,-0.14195674818127546,1.3157596008118906,1.657871903592042
2368,10001,-2.368761,-3.0,715.0,3.636,8.0,0.23339415,-0.16386557,1.3093679,1.444326,1,0.23190900200221798,-0.14119229930462224,1.3162243643609604,1.4511825123635849
2369,10001,2.079909,9.0,554.0,3.928,6.0,0.22717142,-0.12429714,1.3103964,1.445355,2,0.22387844746251373,-0.13865549503385877,1.3113649916129309,1.4463236164527136
2370,10001,-2.986317,-1.0,249.0,4.946001,21.0,0.21475647,-0.12817144,1.3106836,1.445642,1,0.2303065966204501,-0.13218122544017571,1.3102435459426096,1.4452019323638132
2371,10001,2.562678,5.0,598.0,2.384,8.0,0.23677969,-0.11232614,1.3115453,1.446504,1,0.22390468902885913,-0.13590113509446383,1.312170287668705,1.4471290317177772
2372,10001,2.314132,9.0,29.0,6.698,6.0,0.2193203,-0.14388704,1.3119346,1.446893,1,0.2265010152595589,-0.13950149704174822,1.3153081195900238,1.4502665060112274
2373,10001,3.026808,1.0,177.0,4.928,16.0,0.22593164,-0.12304878,1.3144497,1.449408,2,0.2226386708511856,-0.13740713535368299,1.315418226666947,1.4503766130881506
2374,10001,2.025564,7.0,539.0,4.556,12.0,0.25404072,-0.10678148,1.3153728,1.645339,1,0.2333588937316278,-0.13286733862501804,1.315398119013719,1.6453643064908308
2375,10001,2.320731,9.0,484.0,6.584,4.0,0.25308084,-0.14861822,1.3153921,1.657505,2,0.23434575513752093,-0.13768743942347234,1.3208337057746395,1.6629466046012387
2376,10001,-2.345119,-1.0,707.0,3.414,19.0,0.24198389,-0.16673946,1.3160052,1.658118,2,0.23319078633203882,-0.13760152783960544,1.3230249755488241,1.6651377551661337
2377,10001,2.386622,7.0,586.0,2.738,1.0,0.24059103,-0.1534996,1.3162234,1.658336,1,0.23087272362809785,-0.14237284849227314,1.32077741566958,1.6628900760776
2378,10001,2.081163,9.0,518.0,5.408,8.0,0.22759724,-0.11812639,1.3162701,1.451228,1,0.2258538998501064,-0.134615495927253,1.31593117269419,1.4508890822782354
2379,10001,2.393603,7.0,586.0,2.74,3.0,0.25403833,-0.13996647,1.3166604,1.658773,1,0.23462795033910364,-0.13845703522411157,1.321188748163997,1.6633012893627275
2380,10001,-3.133117,3.0,635.0,2.084,3.0,0.22267962,-0.14127445,1.3166878,1.451646,1,0.23109307168768004,-0.13865425614998317,1.3174090187710066,1.452367166773631
2381,10001,-3.006704,1.0,245.0,4.896,16.0,0.24222326,-0.13706112,1.3170784,1.659191,1,0.2320354685467174,-0.13508928432500977,1.3205290985219356,1.6626417589299556
2382,10001,2.283011,9.0,491.0,6.460001,2.0,0.21629,-0.24801397,1.3171232,1.656893,1,0.23442952716073326,-0.17615350491778795,1.3434022942254709,1.6831721344659494
2383,10001,2.600075,7.0,64.0,5.576,14.0,0.1748867,-0.14541245,1.3173374,1.452296,1,0.22610164918817835,-0.13033456926312403,1.3114807353212825,1.4464393601610652
2384,10001,-2.958165,-1.0,644.0,2.128,11.0,0.22580288,-0.14808464,1.3177108,1.452669,2,0.22527907852615628,-0.13656083675367492,1.3211869898296538,1.4561452570415678
2385,10001,-3.126223,3.0,635.0,2.102,8.0,0.23660421,-0.1229372,1.3178908,1.452849,1,0.2257261641141845,-0.13974207997685525,1.3180859277888042,1.4530441950007182
2386,10001,-2.326862,3.0,747.0,4.0,17.0,0.24757767,-0.13159657,1.318131,1.660244,1,0.2279843595681008,-0.13934776297454057,1.3214802944489072,1.663593312484796
2387,10001,2.276117,9.0,576.0,3.064,2.0,0.21726847,-0.12515974,1.3185446,1.453503,1,0.2252925584833306,-0.13193082635302142,1.3182314160358475,1.453189802457051
2388,10001,2.073858,7.0,513.0,5.648,1.0,0.26045322,-0.16457605,1.3191632,1.661276,1,0.23389626545242118,-0.1458925096294548,1.3286569145661367,1.6707696941834462
2389,10001,-2.862871,-1.0,649.0,2.158,18.0,0.22681952,-0.14788818,1.3207883,1.455747,2,0.22629571024860654,-0.13636437984449523,1.3242644968486967,1.459223240897769
2390,10001,-3.096854,1.0,232.0,4.812001,15.0,0.19764757,-0.18492651,1.3208389,1.455797,1,0.224531046420255,-0.145062015732614,1.3246059062358164,1.4595639350291514
2391,10001,2.478189,7.0,51.0,5.9,17.0,0.20660114,-0.18523598,1.321019,1.455977,1,0.2252906023012607,-0.13785705887354338,1.3275717999520804,1.4625297095361258
2392,10001,-2.850305,-1.0,650.0,2.21,8.0,0.27894878,-0.1329217,1.3213847,1.663497,1,0.23448248421040813,-0.1419947308938155,1.3272554951437403,1.6693677979238917
2393,10001,-2.319543,3.0,763.0,4.008,22.0,0.27284288,-0.1221466,1.3215419,1.663655,1,0.2363269393669164,-0.1396997898737801,1.3259834355496345,1.6680965727948127
2394,10001,-2.240592,1.0,731.0,3.88,10.0,0.24486446,-0.12752819,1.3221365,1.664249,1,0.23465068624166865,-0.1351291423137001,1.324963166991209,1.66707558898065
2395,10001,-3.015521,1.0,642.0,2.098,10.0,0.2413683,-0.16716528,1.3227065,1.664819,2,0.2325751895607986,-0.13802734342188083,1.3297262065516318,1.6718387477503622
2396,10001,-2.72027,-3.0,291.0,5.724,24.0,0.2028265,-0.15452337,1.3229661,1.457924,1,0.23024586068637318,-0.14159533871388613,1.323164652062409,1.4581225616464544
2397,10001,3.080204,5.0,630.0,2.066,8.0,0.2632084,-0.16629505,1.3230684,1.665181,1,0.23769925421896554,-0.13867102561435873,1.3337994910407005,1.6759121514487205
2398,10001,2.044479,9.0,526.0,5.092,12.0,0.22764921,-0.09178161,1.3236084,1.51838,1,0.22439142614180912,-0.13353798346377635,1.316809572173921,1.5115812196272291
2399,10001,-2.775449,1.0,656.0,2.304,11.0,0.24672031,-0.14887762,1.3249559,1.667069,2,0.22798522428424944,-0.13794683883753484,1.33039750944743,1.6725105274833187
2400,10001,2.898951,5.0,618.0,2.072,2.0,0.20893238,-0.14365387,1.3249778,1.459936,1,0.22646294774665227,-0.14074433041158108,1.3251978467903978,1.4601561140023118
2401,10001,2.090676,9.0,556.0,3.852,10.0,0.24353264,-0.11712169,1.325318,1.667431,1,0.2340815678985705,-0.13540331139129216,1.3233848548447602,1.6654978728806489
2402,10001,2.66014,7.0,605.0,2.284,6.0,0.2424755,-0.14686775,1.3255261,1.667639,1,0.23439679018877171,-0.13737701702242097,1.3275400568489675,1.6696529556755666
2403,10001,2.738593,7.0,609.0,2.182,12.0,0.16970396,-0.12493896,1.3271954,1.462154,1,0.22053462366897839,-0.13819774285482522,1.3154382648559424,1.4503968896957251
2404,10001,2.183876,9.0,566.0,3.392,12.0,0.21108294,-0.11758852,1.3274214,1.46238,1,0.22893829747774358,-0.13452118787533623,1.3215361901946794,1.456494815034462
2405,10001,2.513682,7.0,592.0,2.548,3.0,0.2215848,-0.12573767,1.3277241,1.462682,2,0.23086880151013486,-0.13397155885266804,1.325194316433836,1.4601522260178814
2406,10001,-2.659882,-3.0,303.0,6.024,7.0,0.1992979,-0.14105272,1.328351,1.463309,1,0.22727820647907962,-0.13893449253269605,1.3232771795371483,1.4582352083304833
2407,10001,-2.341541,-1.0,708.0,3.438,24.0,0.25382042,-0.1677203,1.3286005,1.670713,1,0.23900559827869322,-0.1415721496866073,1.3370697098013795,1.6791821317908204
2408,10001,2.189374,9.0,567.0,3.374,9.0,0.21193695,-0.13328266,1.3289739,1.463932,3,0.2303271951108444,-0.1410387605246974,1.3241934520442311,1.4591516000468556
2409,10001,2.103819,9.0,558.0,3.754,10.0,0.21370266,-0.13057566,1.329037,1.463995,3,0.23209290820650938,-0.13833175597757827,1.3242565137584035,1.4592145425517384
2410,10001,2.5069,7.0,592.0,2.518,15.0,0.18717621,-0.12352752,1.329072,1.46403,1,0.22279448859313483,-0.13885009947723598,1.320765596564098,1.455723625357433
